Company,Position,Location,posting_url,Remote?,Type
Atlassian,"Principal Product Manager, AI Experiences - Central AI",San Francisco or Remote,https://www.atlassian.com/company/careers/details/11940,Remote,Full-time
Atlassian,"Senior Principal Engineer, UI Platform",Bengaluru or Remote,https://www.atlassian.com/company/careers/details/11941,Remote,Full-time
Atlassian,Senior Risk and Compliance Manager,Sydney or Remote,https://www.atlassian.com/company/careers/details/11950,Remote,Full-time
Atlassian,FedRAMP Compliance Principal,Washington DC or Remote,https://www.atlassian.com/company/careers/details/11953,Remote,Full-time
Atlassian,"Senior Enterprise Solutions Advocate - UK & I,  ITSM",London or Remote,https://www.atlassian.com/company/careers/details/11957,Remote,Full-time
Atlassian,Strategic Enterprise Director - APAC,Sydney or Remote,https://www.atlassian.com/company/careers/details/11959,Remote,Full-time
Atlassian,Senior Data Engineering Manager,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/11962,Remote,Full-time
Atlassian,Senior Enterprise Account Executive,Sydney or Remote,https://www.atlassian.com/company/careers/details/11969,Remote,Full-time
Atlassian,Enterprise Sales Manager - APAC,Sydney or Remote,https://www.atlassian.com/company/careers/details/11970,Remote,Full-time
Atlassian,"Senior Product Designer, Central AI",San Francisco or Remote,https://www.atlassian.com/company/careers/details/11972,Remote,Full-time
Atlassian,"Senior Technical Program Manager, Core Data",Remote or Remote,https://www.atlassian.com/company/careers/details/11976,Remote,Full-time
Atlassian,"Program Manager, People Operations",Sydney or Remote,https://www.atlassian.com/company/careers/details/11977,Remote,Full-time
Atlassian,Mobile Engineer - iOS,Sydney or Remote,https://www.atlassian.com/company/careers/details/11981,Remote,Full-time
Atlassian,Strategic Account Manager DACH,Amsterdam,https://www.atlassian.com/company/careers/details/11983,Not Remote,Full-time
Atlassian,Enterprise Loyalty Advocate (AMER),Austin or Remote,https://www.atlassian.com/company/careers/details/11988,Remote,Full-time
Atlassian,Enterprise Advocate - Japan,Yokohama or Remote,https://www.atlassian.com/company/careers/details/11991,Remote,Full-time
Atlassian,Senior DevOps Engineer - Cloud,Gdańsk or Remote,https://www.atlassian.com/company/careers/details/11999,Remote,Full-time
Atlassian,"Lead Designer, Growth",Mountain View or Remote,https://www.atlassian.com/company/careers/details/12003,Remote,Full-time
Atlassian,Senior Product Marketing Manager,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12016,Remote,Full-time
Atlassian,"Senior Manager, Data Science, Service Enablement Analytics",Bengaluru,https://www.atlassian.com/company/careers/details/12018,Not Remote,Full-time
Atlassian,"Principal Data Scientist, WM4A (Work Management For All)",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12019,Remote,Full-time
Atlassian,Senior Data Scientist,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12020,Remote,Full-time
Atlassian,Talent Brand Program Manager,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12022,Remote,Full-time
Atlassian,"Senior Software Engineer, Admin Experience",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12024,Remote,Full-time
Atlassian,Principal Full Stack Software Engineer,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12031,Remote,Full-time
Atlassian,Principal Frontend Software Engineer,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12032,Remote,Full-time
Atlassian,"Senior Engineering Manager, Trust Engineering",Austin or Remote,https://www.atlassian.com/company/careers/details/12034,Remote,Full-time
Atlassian,"Senior Principal Engineer, Customer Support Technology",Austin or Remote,https://www.atlassian.com/company/careers/details/12036,Remote,Full-time
Atlassian,Senior Product Manager - IT Operations,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12037,Remote,Full-time
Atlassian,Senior FinOps Analyst,Sydney or Remote,https://www.atlassian.com/company/careers/details/12038,Remote,Full-time
Atlassian,Lead Product Designer - Atlassian Intelligence (AI),San Francisco or Remote,https://www.atlassian.com/company/careers/details/12039,Remote,Full-time
Atlassian,Senior Technical Program Manager - Data Platform,Sydney or Remote,https://www.atlassian.com/company/careers/details/12041,Remote,Full-time
Atlassian,Senior Engineering Manager - FinOps Engineering,Sydney or Remote,https://www.atlassian.com/company/careers/details/12042,Remote,Full-time
Atlassian,"Senior Engineering Manager, FinOps Practices",Sydney or Remote,https://www.atlassian.com/company/careers/details/12043,Remote,Full-time
Atlassian,"Lead Product Designer, Growth",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12063,Remote,Full-time
Atlassian,"Workplace Experience Lead, West Coast, NA",San Francisco,https://www.atlassian.com/company/careers/details/12070,Not Remote,Full-time
Atlassian,Senior Full Stack Engineer - New Products for Developers,Mountain View or Remote,https://www.atlassian.com/company/careers/details/12072,Remote,Full-time
Atlassian,Enterprise Development Sales Manager,Austin or Remote,https://www.atlassian.com/company/careers/details/12077,Remote,Full-time
Atlassian,Head of Program Management - Growth Team,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12081,Remote,Full-time
Atlassian,Backend Engineer - New Products for Developers,Mountain View or Remote,https://www.atlassian.com/company/careers/details/12084,Remote,Full-time
Atlassian,"Strategic Enterprise Development Representative, DACH",Amsterdam,https://www.atlassian.com/company/careers/details/12086,Not Remote,Full-time
Atlassian,Design Director,Austin or Remote,https://www.atlassian.com/company/careers/details/12089,Remote,Full-time
Atlassian,Senior Principal Software Engineer - Networking PaaS,Sydney or Remote,https://www.atlassian.com/company/careers/details/12090,Remote,Full-time
Atlassian,Senior Principal Software Engineer,Mountain View or Remote,https://www.atlassian.com/company/careers/details/12302,Remote,Full-time
Atlassian,Customer Retention Manager DACH - German Speaking,Amsterdam or Remote,https://www.atlassian.com/company/careers/details/12470,Remote,Full-time
Atlassian,Anaplan Systems Architect (Modeller),Sydney or Remote,https://www.atlassian.com/company/careers/details/12473,Remote,Full-time
Atlassian,"Sr. Analyst, Sales Strategy and Operations",London or Remote,https://www.atlassian.com/company/careers/details/12474,Remote,Full-time
Atlassian,"Senior Customer Success Analyst, Sales Strategy and Operations",Austin or Remote,https://www.atlassian.com/company/careers/details/12475,Remote,Full-time
Atlassian,Senior Software Engineer - - Observability,Sydney or Remote,https://www.atlassian.com/company/careers/details/12482,Remote,Full-time
Atlassian,Senior Financial Manager - Revenue Projects,San Francisco,https://www.atlassian.com/company/careers/details/12486,Not Remote,Full-time
Atlassian,Corporate Communications Manager,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12488,Remote,Full-time
Atlassian,Junior Security Operations Analyst,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12492,Remote,Full-time
Atlassian,Senior Data Engineer - FinOps,Sydney or Remote,https://www.atlassian.com/company/careers/details/12498,Remote,Full-time
Atlassian,Security Operations Analyst,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12510,Remote,Full-time
Atlassian,"Principal Data Scientist, Cloud Migrations Growth",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12516,Remote,Full-time
Atlassian,"Senior Manager, TA Enablement",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12526,Remote,Full-time
Atlassian,Enterprise Development Representative DACH,Amsterdam,https://www.atlassian.com/company/careers/details/12527,Not Remote,Full-time
Atlassian,Enterprise Development Representative,Amsterdam,https://www.atlassian.com/company/careers/details/12529,Not Remote,Full-time
Atlassian,"Principal Machine Learning Scientist, Loom",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12532,Remote,Full-time
Atlassian,Senior Solutions Engineer - Korea,Seoul or Remote,https://www.atlassian.com/company/careers/details/12537,Remote,Full-time
Atlassian,Product ﻿﻿Security Engineer,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12539,Remote,Full-time
Atlassian,Enterprise Account Executive - Nordics,London or Remote,https://www.atlassian.com/company/careers/details/12550,Remote,Full-time
Atlassian,Enterprise Account Executive - DACH,Amsterdam or Remote,https://www.atlassian.com/company/careers/details/12551,Remote,Full-time
Atlassian,"Strategic Account Manager, East",New York or Remote,https://www.atlassian.com/company/careers/details/12553,Remote,Full-time
Atlassian,"Design Manager, Confluence Content Types",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12554,Remote,Full-time
Atlassian,Senior Corporate Counsel - Securities & Governance,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12555,Remote,Full-time
Atlassian,"Senior Engineering Manager, Engineering Health",Sydney or Remote,https://www.atlassian.com/company/careers/details/12598,Remote,Full-time
Atlassian,"Senior Engineering Manager, Identity",San Francisco or Remote,https://www.atlassian.com/company/careers/details/12602,Remote,Full-time
Atlassian,Regional Head of Product Security - United States,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12605,Remote,Full-time
Atlassian,Senior Security Manager - Incident Response,Gdańsk or Remote,https://www.atlassian.com/company/careers/details/12612,Remote,Full-time
Atlassian,Senior Engineering Manager - Jira Platform Data Mobility,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12613,Remote,Full-time
Atlassian,Business Transformation - Principal Portfolio Manager,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12617,Remote,Full-time
Atlassian,"Engineering Manager - Planning & Execution , Jira Align",Washington DC or Remote,https://www.atlassian.com/company/careers/details/12620,Remote,Full-time
Atlassian,"Manager, Data Science, Cloud Operations Products",Austin or Remote,https://www.atlassian.com/company/careers/details/12622,Remote,Full-time
Atlassian,"Group Manager, Cloud Migrations",Seoul or Remote,https://www.atlassian.com/company/careers/details/12623,Remote,Full-time
Atlassian,Customer Support Services Fast Track Senior Program Manager,Austin or Remote,https://www.atlassian.com/company/careers/details/12624,Remote,Full-time
Atlassian,"Principal Support Engineer, Cloud Migrations",Seoul or Remote,https://www.atlassian.com/company/careers/details/12625,Remote,Full-time
Atlassian,Cloud Migrations Manager,Seoul or Remote,https://www.atlassian.com/company/careers/details/12626,Remote,Full-time
Atlassian,Senior Principal Machine Learning Engineer,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12640,Remote,Full-time
Atlassian,Principal Machine Learning Engineer,San Francisco or Remote,https://www.atlassian.com/company/careers/details/12645,Remote,Full-time
Atlassian,"Enterprise Technical Architect, South Korea",Seoul or Remote,https://www.atlassian.com/company/careers/details/12653,Remote,Full-time
Atlassian,Product security Engineer,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12657,Remote,Full-time
Atlassian,Principal Security Software Engineer,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12659,Remote,Full-time
Atlassian,Senior Security Software Engineer,Bengaluru or Remote,https://www.atlassian.com/company/careers/details/12661,Remote,Full-time
Atlassian,"Senior Support Engineer, Cloud Enterprise EMEA (Netherlands)",Amsterdam or Remote,https://www.atlassian.com/company/careers/details/12663,Remote,Full-time
